0.	1.570796327
0.1268999688	1.577178129
0.1788652762	1.583591107
0.2183329998	1.590035213
0.2512665712	1.596510394
0.2799845012	1.603016593
0.3056801634	1.609553749
0.3290650252	1.616121799
0.3506043232	1.622720675
0.3706223896	1.629350307
0.3893562404	1.63601062
0.4069854722	1.642701536
0.4236501426	1.649422973
0.4394620614	1.656174846
0.4545122382	1.662957068
0.4688759764	1.669769547
0.4826164636	1.676612187
0.4957873688	1.683484891
0.508434763	1.690387556
0.5205985656	1.697320079
0.5323136566	1.704282351
0.543610739	1.711274262
0.554517022	1.718295697
0.5650567646	1.725346539
0.5752517154	1.732426669
0.585121471	1.739535964
0.5946837712	1.746674297
0.603954743	1.753841541
0.612949105	1.761037564
0.62168034	1.768262232
0.6301608402	1.775515408
0.6384020318	1.782796954
0.6464144812	1.790106727
0.6542079864	1.797444584
0.661791657	1.804810378
0.6691739834	1.81220396
0.676362896	1.819625179
0.6833658186	1.827073881
0.6901897158	1.834549911
0.6968411326	1.842053113
0.703326232	1.849583325
0.7096508264	1.857140386
0.7158204076	1.864724134
0.7218401718	1.872334403
0.7277150428	1.879971025
0.7334496938	1.887633832
0.7390485646	1.895322654
0.7445158802	1.90303732
0.7498556646	1.910777654
0.7550717562	1.918543484
0.7601678196	1.926334632
0.7651473576	1.934150921
0.7700137212	1.941992172
0.77477012	1.949858206
0.7794196308	1.957748842
0.7839652052	1.965663896
0.7884096778	1.973603187
0.7927557728	1.981566531
0.7970061102	1.989553742
0.8011632119	1.997564635
0.8052295069	2.005599023
0.8092073367	2.01365672
0.8130989595	2.021737537
0.8169065548	2.029841287
0.8206322275	2.037967781
0.8242780113	2.046116829
0.8278458724	2.054288242
0.8313377132	2.06248183
0.8347553744	2.070697402
0.8381006389	2.078934768
0.8413752335	2.087193738
0.8445808319	2.095474121
0.8477190573	2.103775725
0.8507914842	2.11209836
0.8537996403	2.120441835
0.8567450092	2.12880596
0.8596290313	2.137190542
0.8624531064	2.145595393
0.8652185947	2.154020321
0.8679268187	2.162465136
0.8705790645	2.170929649
0.8731765833	2.17941367
0.8757205926	2.18791701
0.8782122775	2.196439481
0.8806527918	2.204980893
0.8830432592	2.213541059
0.8853847745	2.222119793
0.8876784042	2.230716907
0.8899251879	2.239332215
0.8921261389	2.247965531
0.8942822453	2.256616672
0.8963944706	2.265285453
0.8984637547	2.27397169
0.9004910146	2.282675201
0.9024771451	2.291395804
0.9044230195	2.300133319
0.90632949	2.308887563
0.908197389	2.31765836
0.9100275289	2.32644553
0.9118207033	2.335248895
0.9135776875	2.344068279
0.9152992382	2.352903506
0.9169860954	2.361754402
0.9186389819	2.370620793
0.920258604	2.379502507
0.9218456519	2.388399371
0.9234008005	2.397311216
0.9249247095	2.406237871
0.9264180236	2.415179169
0.9278813734	2.424134941
0.9293153757	2.433105023
0.9307206334	2.442089249
0.9320977362	2.451087455
0.933447261	2.460099478
0.9347697722	2.469125157
0.9360658218	2.478164332
0.9373359499	2.487216843
0.9385806849	2.496282533
0.9398005439	2.505361244
0.9409960329	2.51445282
0.9421676472	2.523557109
0.9433158714	2.532673958
0.9444411797	2.541803212
0.9455440366	2.550944723
0.9466248964	2.560098341
0.9476842041	2.569263918
0.9487223953	2.578441308
0.9497398962	2.587630364
0.9507371244	2.596830942
0.9517144886	2.6060429
0.952672389	2.615266095
0.9536112176	2.624500388
0.954531358	2.633745639
0.9554331861	2.643001711
0.9563170698	2.652268465
0.9571833696	2.661545769
0.9580324385	2.670833487
0.9588646221	2.680131486
0.9596802591	2.689439636
0.960479681	2.698757804
0.9612632128	2.708085865
0.9620311726	2.717423688
0.9627838721	2.726771149
0.9635216166	2.736128122
0.9642447051	2.745494481
0.9649534307	2.754870107
0.9656480805	2.764254877
0.9663289355	2.773648671
0.9669962712	2.783051369
0.9676503576	2.792462855
0.9682914591	2.801883014
0.9689198346	2.811311727
0.9695357381	2.820748883
0.9701394181	2.830194367
0.9707311184	2.83964807
0.9713110778	2.849109883
0.97187953	2.858579693
0.9724367043	2.868057393
0.9729828253	2.877542878
0.9735181131	2.887036042
0.9740427834	2.896536782
0.9745570473	2.906044992
0.975061112	2.915560572
0.9755551804	2.925083422
0.9760394512	2.934613439
0.9765141194	2.944150528
0.9769793759	2.953694591
0.9774354077	2.96324553
0.9778823982	2.972803251
0.9783205272	2.982367661
0.9787499706	2.991938665
0.9791709011	3.001516174
0.9795834878	3.011100095
0.9799878964	3.02069034
0.9803842893	3.030286819
0.9807728257	3.039889444
0.9811536617	3.049498133
0.98152695	3.059112794
0.9818928406	3.068733348
0.9822514802	3.078359709
0.9826030128	3.087991794
0.9829475795	3.097629526
0.9832853185	3.107272823
0.9836163652	3.116921603
0.9839408524	3.126575788
0.9842589103	3.136235303
0.9845706664	3.14590007
0.9848762458	3.155570017
0.9851757708	3.165245063
0.9854693618	3.174925144
0.9857571362	3.184610178
0.9860392094	3.194300096
0.9863156946	3.203994831
0.9865867026	3.213694313
0.9868523418	3.223398468
0.9871127188	3.233107231
0.9873679379	3.242820535
0.9876181013	3.252538311
0.9878633094	3.262260502
0.9881036602	3.271987032
0.9883392501	3.281717844
0.9885701735	3.291452876
0.9887965228	3.301192061
0.9890183888	3.310935345
0.9892358602	3.320682661
0.9894490241	3.330433949
0.989657966	3.340189156
0.9898627695	3.349948221
0.9900635166	3.359711087
0.9902602876	3.369477693
0.9904531615	3.379247994
0.9906422153	3.389021923
0.9908275248	3.398799433
0.9910091642	3.40858047
0.9911872062	3.418364981
0.991361722	3.428152909
0.9915327815	3.437944205
0.9917004533	3.447738826
0.9918648044	3.457536715
0.9920259005	3.467337818
0.9921838063	3.477142098
0.9923385849	3.486949503
0.9924902981	3.496759974
0.9926390069	3.506573484
0.9927847706	3.516389972
0.9929276477	3.526209405
0.9930676952	3.536031723
0.9932049693	3.545856895
0.9933395249	3.555684875
0.9934714158	3.565515615
0.9936006949	3.575349083
0.9937274137	3.585185219
0.9938516232	3.595024005
0.9939733728	3.604865376
0.9940927115	3.614709315
0.9942096869	3.624555769
0.9943243459	3.634404709
0.9944367342	3.64425608
0.994546897	3.654109865
0.9946548782	3.66396601
0.9947607212	3.673824497
0.9948644681	3.683685266
0.9949661606	3.6935483
0.9950658393	3.703413556
0.9951635441	3.713280999
0.9952593142	3.723150608
0.9953531877	3.733022326
0.9954452024	3.742896145
0.9955353949	3.75277201
0.9956238014	3.762649902
0.9957104573	3.772529792
